1581544437.040598, -14.300000
1581544437.060208, -14.100000
1581544437.079820, -14.200000
1581544437.100821, -14.200000
1581544437.121826, -14.300000
1581544437.141826, -14.600000
1581544437.161822, -14.100000
1581544512.442180, -17.300000
1581544512.461759, -16.400000
1581544512.481634, -15.600000
1581544512.502612, -14.700000
1581544512.522247, -14.000000
1581544512.543246, -12.900000
1581544512.564601, -12.100000
1581544512.584623, -10.600000
1581544512.604624, -10.300000
1581544512.624621, -9.700000
1581544512.645997, -9.600000
1581544512.665996, -8.600000
1581544512.686123, -8.400000
1581544512.706127, -8.100000
1581544512.726110, -7.900000
1581544512.747507, -9.600000
1581544512.767510, -7.700000
1581544512.787510, -7.700000
1581544512.807495, -7.600000
1581544512.827514, -7.700000
1581544512.850241, -7.700000
1581544512.870232, -8.100000
1581544512.890246, -8.000000
1581544512.910125, -8.000000
1581544512.929744, -11.700000
1581544512.949495, -8.900000
1581544512.971883, -9.200000
1581544512.991494, -9.600000
1581544513.011128, -10.000000
1581544513.031989, -10.400000
1581544513.051872, -10.600000
1581544513.073377, -10.800000
1581544513.093375, -11.000000
1581544513.113363, -10.800000
1581544513.133247, -11.100000
1581544513.153245, -11.100000
1581544513.174622, -11.200000
1581544513.194746, -11.200000
1581544513.216124, -11.200000
1581544513.236126, -11.300000
1581544513.256117, -11.400000
1581544513.277506, -11.300000
1581544513.297498, -11.300000
1581544513.317510, -11.400000
1581544513.337504, -11.500000
1581544513.357509, -11.600000
1581544513.379002, -12.000000
1581544513.398746, -12.200000
1581544513.418615, -11.200000
1581544513.439614, -12.900000
1581544513.459234, -13.200000
1581544513.480242, -13.600000
1581544513.501233, -13.800000
1581544513.520870, -14.400000
1581544513.541867, -14.900000
1581544513.561873, -15.300000
1581544513.583369, -15.700000
1581544513.603368, -16.100000
1581544513.623378, -16.500000
1581544513.643357, -16.900000
1581544513.663363, -17.300000
1581544513.684743, -17.600000
1581544513.704759, -17.700000
1581544513.724743, -19.700000
1581544513.744740, -18.200000
1581544513.764757, -18.600000
1581544513.784749, -18.700000
1581544513.806533, -18.800000
1581544513.826524, -19.200000
1581544513.846518, -19.800000
1581544513.866520, -19.000000
1581544513.887750, -19.300000
1581544513.909135, -19.000000
1581544513.928755, -19.000000
1581544513.948385, -18.900000
1581544513.969504, -19.100000
1581544513.988999, -19.000000
1581544514.009991, -19.100000
1581544514.030008, -19.000000
1581544514.049986, -18.800000
1581544514.070123, -18.700000
1581544514.092746, -18.700000
1581544514.112862, -18.600000
1581544514.132867, -18.500000
1581544514.152872, -18.400000
1581544514.172895, -18.400000
1581544514.192863, -18.100000
1581544514.214364, -18.000000
1581544514.234362, -17.200000
1581544514.254379, -17.500000
1581544514.274368, -17.300000
1581544514.294372, -17.200000
1581544514.315865, -16.900000
1581544514.335864, -17.200000
1581544514.355877, -16.400000
1581544514.375872, -16.200000
1581544514.395866, -16.200000
1581544514.417262, -15.700000
1581544514.438611, -15.400000
1581544514.458124, -15.000000
1581544514.477741, -14.600000
1581544514.498872, -14.500000
1581544514.519861, -13.900000
1581544514.539610, -13.100000
1581544514.559492, -13.300000
1581544514.579492, -12.700000
1581544514.600860, -12.600000
1581544514.621004, -12.300000
1581544514.642355, -11.900000
1581544514.662363, -11.400000
1581544514.682377, -11.400000
1581544514.702370, -10.900000
1581544514.723740, -10.900000
1581544514.743734, -10.900000
1581544514.763742, -10.500000
1581544514.783740, -10.300000
1581544514.803870, -10.100000
1581544514.825229, -10.000000
1581544514.845238, -9.700000
1581544514.865247, -9.600000
1581544514.885256, -9.300000
1581544514.905238, -9.100000
1581544514.926377, -9.100000
1581544514.947369, -8.700000
1581544514.967095, -8.500000
1581544514.987993, -8.400000
1581544515.007754, -8.300000
1581544515.027749, -8.100000
1581544515.047754, -7.900000
1581544515.069242, -7.800000
1581544515.089236, -7.700000
1581544515.109247, -7.400000
1581544515.129240, -7.300000
1581544515.149239, -7.300000
1581544515.170613, -6.800000
1581544515.190744, -7.000000
1581544515.212115, -6.800000
1581544515.232107, -6.700000
1581544515.253361, -6.500000
1581544515.273370, -6.300000
1581544515.293363, -6.000000
1581544515.313365, -5.600000
1581544515.333365, -5.300000
1581544515.353117, -4.800000
1581544515.375610, -4.600000
1581544515.395228, -4.100000
1581544515.414873, -3.600000
1581544515.435871, -3.500000
1581544515.455486, -2.300000
1581544515.476497, -1.700000
1581544515.496494, -1.100000
1581544515.516508, 1.800000
1581544515.537735, 0.400000
1581544515.557737, 3.200000
1581544515.577752, 1.900000
1581544515.599238, 2.700000
1581544515.619247, 3.200000
1581544515.639238, 3.900000
1581544515.659235, 4.600000
1581544515.679238, 6.000000
1581544515.699122, 5.500000
1581544515.720493, 6.100000
1581544515.740494, 6.500000
1581544515.760491, 6.200000
1581544515.780612, 7.100000
1581544515.800591, 7.300000
1581544515.821989, 7.600000
1581544515.842994, 9.800000
1581544515.862619, 8.000000
1581544515.883611, 8.500000
1581544515.903240, 8.500000
1581544515.922868, 8.500000
1581544515.944113, 8.700000
1581544515.964101, 8.600000
1581544515.984216, 8.400000
1581544516.005588, 8.500000
1581544516.025625, 8.500000
1581544516.045622, 8.600000
1581544516.067136, 8.600000
1581544516.087115, 8.500000
1581544516.107123, 8.700000
1581544516.127115, 6.600000
1581544516.147117, 8.700000
1581544516.168491, 8.900000
1581544516.188500, 9.100000
1581544516.208480, 9.400000
1581544516.228496, 9.700000
1581544516.248605, 10.000000
1581544516.269858, 10.400000
1581544516.291226, 10.500000
1581544516.310986, 11.200000
1581544516.330609, 11.300000
1581544516.351604, 11.700000
1581544516.372618, 11.800000
1581544516.392237, 12.000000
1581544516.411985, 12.400000
1581544516.432093, 12.400000
1581544516.453473, 12.600000
1581544516.474851, 12.700000
1581544516.494740, 12.800000
1581544516.514733, 13.000000
1581544516.534730, 13.000000
