1580321577.716308, -5.800000
1580321577.721404, -5.600000
1580321577.722189, -5.400000
1580321577.722844, -5.500000
1580321577.723601, -5.500000
1580321577.724184, -5.600000
1580321577.724747, -5.400000
1580321577.725301, -6.000000
1580321577.726009, -5.100000
1580321577.728878, -5.500000
1580321577.729510, -5.600000
1580321577.730007, -5.600000
1580321577.730470, -5.400000
1580321577.735059, -5.500000
1580321577.735543, -5.700000
1580321577.735997, -5.600000
1580321577.736452, -5.600000
1580321577.736920, -5.100000
1580321577.740298, -5.500000
1580321577.740825, -5.500000
1580321577.741298, -5.700000
1580321577.741759, -5.600000
1580321577.746553, -6.100000
1580321577.747211, -5.800000
1580321577.747786, -5.600000
1580321577.748510, -5.600000
1580321577.749162, -5.800000
1580321577.753015, -5.700000
1580321577.753860, -5.700000
1580321577.754474, -5.400000
1580321577.755039, -5.500000
1580321577.755766, -5.400000
1580321577.759628, -5.400000
1580321577.760230, -5.400000
1580321577.760784, -5.700000
1580321577.761507, -5.600000
1580321577.765733, -5.800000
1580321577.766370, -5.600000
1580321577.766956, -5.500000
1580321577.767522, -5.400000
1580321577.768241, -5.500000
1580321577.770960, -6.200000
1580321577.771822, -5.700000
1580321577.772651, -5.600000
1580321577.773246, -5.800000
1580321577.777206, -5.800000
1580321577.777833, -5.500000
1580321577.778416, -5.500000
1580321577.779058, -6.700000
1580321577.779819, -5.500000
1580321577.782426, -5.400000
1580321577.783251, -5.500000
1580321577.783853, -5.600000
1580321577.784417, -5.600000
1580321577.788663, -5.700000
1580321577.789404, -4.900000
1580321577.790000, -5.600000
1580321577.790573, -5.500000
1580321577.791315, -6.000000
1580321577.795129, -5.500000
1580321577.795711, -5.600000
1580321577.796266, -5.600000
1580321577.796999, -4.000000
1580321577.797583, -5.100000
1580321577.801693, -5.400000
1580321577.802290, -5.900000
1580321577.803234, -5.800000
1580321577.804073, -5.500000
1580321577.807858, -6.100000
1580321577.808497, -5.600000
1580321577.809136, -5.600000
1580321577.809734, -5.200000
1580321577.810470, -5.200000
1580321577.813250, -5.600000
1580321577.813888, -5.600000
1580321577.814716, -6.000000
1580321577.815312, -5.500000
1580321577.819333, -5.600000
1580321577.819980, -5.500000
1580321577.820547, -5.400000
1580321577.821102, -5.200000
1580321577.821824, -5.300000
1580321577.825782, -5.600000
1580321577.826354, -5.800000
1580321577.826922, -5.600000
1580321577.827639, -6.100000
1580321577.832035, -6.100000
1580321577.832666, -5.800000
1580321577.833236, -5.600000
1580321577.833964, -5.500000
1580321577.834793, -5.100000
1580321577.837257, -5.400000
1580321577.837851, -5.600000
1580321577.838585, -5.400000
1580321577.839544, -5.500000
1580321577.840162, -5.300000
1580321577.843821, -5.600000
1580321577.844679, -5.600000
1580321577.845466, -5.600000
1580321577.846038, -5.700000
1580321577.849992, -5.800000
1580321577.850873, -5.500000
1580321577.851508, -5.500000
1580321577.852090, -5.500000
1580321577.852660, -5.600000
1580321577.855196, -5.700000
1580321577.856229, -5.600000
1580321577.856840, -5.200000
1580321577.857409, -5.100000
1580321577.861441, -5.500000
1580321577.862204, -5.600000
1580321577.862774, -5.500000
1580321577.863343, -6.200000
1580321577.863899, -6.100000
1580321577.867912, -5.700000
1580321577.868497, -5.700000
1580321577.869139, -5.100000
1580321577.869728, -5.200000
1580321577.874174, -5.800000
1580321577.874839, -5.500000
1580321577.875414, -5.500000
1580321577.875993, -5.500000
1580321577.876726, -5.600000
1580321577.879399, -5.700000
1580321577.880271, -5.200000
1580321577.880881, -5.100000
1580321577.881448, -5.600000
1580321577.882009, -5.600000
1580321577.886125, -5.900000
1580321577.886748, -5.400000
1580321577.887317, -5.600000
1580321577.887867, -5.400000
1580321577.892121, -5.600000
1580321577.892803, -5.700000
1580321577.893386, -5.100000
1580321577.893951, -5.400000
1580321577.894683, -5.600000
1580321577.898580, -5.400000
1580321577.899286, -5.400000
1580321577.899880, -5.500000
1580321577.900437, -5.800000
1580321577.904822, -5.700000
1580321577.905505, -5.100000
