1583439179.449868, -4.400000, 0.410000
1583439179.463069, -4.900000, 0.410000
1583439179.475835, -4.400000, 0.410000
1583439179.488587, -4.400000, 0.410000
1583439179.501192, -4.400000, 0.410000
1583439179.513834, -4.400000, 0.410000
1583439179.526535, -5.100000, 0.410000
1583439179.538942, -5.000000, 0.410000
1583439179.551594, -5.300000, 0.410000
1583439179.564326, -5.800000, 0.410000
1583439179.576910, -5.300000, 0.410000
1583439179.589443, -5.600000, 0.410000
1583439179.602094, -5.200000, 0.410000
1583439179.614690, -5.500000, 0.410000
1583439179.627339, -5.700000, 0.410000
1583439179.639825, -5.500000, 0.410000
1583439179.652460, -4.400000, 0.410000
1583439179.665182, -5.200000, 0.410000
1583439179.677979, -5.100000, 0.410000
1583439179.690815, -5.300000, 0.410000
1583439179.703708, -5.300000, 0.410000
1583439179.716644, -5.100000, 0.410000
1583439179.729457, -5.400000, 0.410000
1583439179.742327, -4.800000, 0.410000
1583439179.755236, -13.000000, 0.410000
1583439179.768091, -5.300000, 0.410000
1583439179.780838, -4.900000, 0.410000
1583439179.793705, -4.600000, 0.410000
1583439179.806637, -4.700000, 0.410000
1583439179.819445, -4.600000, 0.410000
1583439179.832322, -4.900000, 0.410000
1583439179.845190, -5.100000, 0.410000
1583439179.858086, -5.000000, 0.410000
1583439179.870955, -3.500000, 0.410000
1583439179.883706, -3.100000, 0.410000
1583439179.896632, -3.300000, 0.410000
1583439179.909468, -3.300000, 0.410000
1583439179.922331, -2.800000, 0.410000
1583439179.935188, -3.200000, 0.410000
1583439179.948074, -2.700000, 0.410000
1583439179.960974, -2.500000, 0.410000
1583439179.973801, -2.000000, 0.410000
1583439179.986660, -2.300000, 0.410000
1583439179.999468, -2.000000, 0.410000
1583439180.012336, -2.000000, 0.410000
1583439180.025169, 3.300000, 0.410000
1583439180.038085, -2.000000, 0.410000
1583439180.050935, -1.900000, 0.410000
1583439180.063834, -1.700000, 0.410000
1583439180.076751, -1.800000, 0.410000
1583439180.089453, -1.800000, 0.410000
1583439180.102324, -1.600000, 0.410000
1583439180.115202, -1.600000, 0.410000
1583439180.128072, -1.500000, 0.410000
1583439180.140961, -1.400000, 0.410000
1583439180.153825, -1.800000, 0.410000
1583439180.166750, -5.100000, 0.410000
1583439180.179568, -1.300000, 0.410000
1583439180.192451, -1.800000, 0.410000
1583439180.204971, -1.400000, 0.410000
1583439180.217583, -0.500000, 0.410000
1583439180.230192, -1.300000, 0.410000
1583439180.242804, -1.400000, 0.410000
1583439180.255445, -1.700000, 0.410000
1583439180.268078, -1.300000, 0.410000
1583439180.280701, -0.900000, 0.410000
1583439180.293310, -1.000000, 0.410000
1583439180.305821, -0.400000, 0.410000
1583439180.318459, -0.600000, 0.410000
1583439180.331083, -0.800000, 0.410000
1583439180.343692, -0.900000, 0.410000
1583439180.356377, -0.400000, 0.410000
1583439180.368958, -1.000000, 0.410000
1583439180.381809, -0.500000, 0.410000
1583439180.394729, -0.600000, 0.410000
1583439180.407581, -0.400000, 0.410000
1583439180.420451, -0.300000, 0.410000
1583439180.433330, -0.200000, 0.410000
1583439180.446381, -0.500000, 0.410000
1583439180.459321, -0.300000, 0.410000
1583439180.472204, -0.100000, 0.410000
1583439180.485032, 0.400000, 0.410000
1583439180.497793, 0.100000, 0.410000
1583439180.510696, -0.200000, 0.410000
1583439180.523548, 0.100000, 0.410000
1583439180.536454, 7.300000, 0.410000
1583439180.549312, 0.400000, 0.410000
1583439180.562156, 0.600000, 0.410000
1583439180.574930, 0.600000, 0.410000
1583439180.587680, 0.500000, 0.410000
1583439180.600546, 0.700000, 0.410000
